Date,Open,High,Low,Close,Volume,Adj Close
4/10/2021,2071.111572,2196.996338,2062.787598,2135.942139,24986243611,2135.942139
4/11/2021,2136.156982,2165.191406,2119.865723,2157.656982,19692836132,2157.656982
4/12/2021,2157.361816,2199.71875,2110.368896,2139.353271,21727936609,2139.353271
4/13/2021,2139.364258,2318.42334,2138.55957,2299.187744,29456642939,2299.187744
4/14/2021,2299.3479,2449.6875,2284.563721,2435.10498,35592822986,2435.10498
4/15/2021,2436.034668,2544.267334,2409.924072,2519.116211,32325606817,2519.116211
4/16/2021,2516.601807,2547.555664,2318.675049,2431.946533,36196928256,2431.946533
4/17/2021,2429.980957,2497.385254,2333.682861,2344.89502,32349808978,2344.89502
4/18/2021,2346.452393,2365.460449,2011.766846,2237.136963,50696368718,2237.136963
4/19/2021,2238.032715,2276.776855,2086.688721,2166.188721,34060654971,2166.188721
4/20/2021,2161.939453,2345.834961,2060.143799,2330.210938,39433483315,2330.210938
4/21/2021,2331.160156,2467.200684,2238.366943,2364.751709,38899067643,2364.751709
4/22/2021,2357.871094,2641.094971,2315.960205,2403.535156,53575904724,2403.535156
4/23/2021,2401.256348,2439.537109,2117.039551,2363.586182,55413933925,2363.586182
4/24/2021,2367.199219,2367.740967,2163.693115,2211.625732,31854226936,2211.625732
4/25/2021,2214.413818,2354.08667,2172.515137,2316.05957,31814355546,2316.05957
4/26/2021,2319.478027,2536.337402,2308.315186,2534.481689,35208325408,2534.481689
4/27/2021,2534.03125,2676.392822,2485.375,2662.865234,32275969215,2662.865234
4/28/2021,2664.685547,2757.477295,2564.081543,2746.380127,34269031076,2746.380127
4/29/2021,2748.649658,2797.972412,2672.106689,2756.876953,32578127990,2756.876953
4/30/2021,2757.734131,2796.054932,2728.169922,2773.207031,29777179889,2773.207031
5/1/2021,2772.838379,2951.440918,2755.908447,2945.892822,28726205272,2945.892822
5/2/2021,2945.560059,2984.891846,2860.526123,2952.056152,28032013047,2952.056152
5/3/2021,2951.175781,3450.037842,2951.175781,3431.086182,49174290212,3431.086182
5/4/2021,3431.131592,3523.585938,3180.742676,3253.629395,62402045158,3253.629395
5/5/2021,3240.554688,3541.462646,3213.101563,3522.783203,48334198383,3522.783203
5/6/2021,3524.930908,3598.895996,3386.23999,3490.880371,44300394788,3490.880371
5/7/2021,3490.105225,3573.290039,3370.261963,3484.729004,39607240515,3484.729004
5/8/2021,3481.988037,3950.165039,3453.768555,3902.647705,50208491286,3902.647705
5/9/2021,3911.463135,3981.259033,3743.989014,3928.844727,50568290278,3928.844727
5/10/2021,3924.41333,4197.473145,3684.45166,3952.293945,62691789007,3952.293945
5/11/2021,3948.271973,4178.208984,3783.889404,4168.701172,52679737865,4168.701172
5/12/2021,4174.635742,4362.350586,3785.848633,3785.848633,69023382175,3785.848633
5/13/2021,3828.918457,4032.563477,3549.407227,3715.148438,78398214539,3715.148438
5/14/2021,3720.122314,4171.01709,3703.399902,4079.057373,48174271215,4079.057373
5/15/2021,4075.95166,4129.185547,3638.12207,3638.12207,42422321751,3638.12207
5/16/2021,3641.830811,3878.895996,3350.95166,3587.506104,47359478734,3587.506104
5/17/2021,3581.343018,3587.765625,3129.008789,3282.397705,54061732774,3282.397705
5/18/2021,3276.872314,3562.465088,3246.404053,3380.070068,40416525218,3380.070068
5/19/2021,3382.657227,3437.935791,1952.460205,2460.679199,84482912776,2460.679199
5/20/2021,2439.638672,2993.145264,2170.229004,2784.294189,67610826680,2784.294189
5/21/2021,2772.341309,2938.205078,2113.347168,2430.621338,53774070802,2430.621338
5/22/2021,2436.014648,2483.983154,2168.124268,2295.705566,42089937660,2295.705566
5/23/2021,2298.367188,2384.411621,1737.46875,2109.579834,56005721977,2109.579834
5/24/2021,2099.936035,2672.595703,2090.639648,2643.591064,53697121740,2643.591064
5/25/2021,2649.033203,2750.534912,2394.355469,2706.628906,49558333256,2706.628906
5/26/2021,2707.052734,2911.735596,2652.094482,2888.69873,42499766020,2888.69873
5/27/2021,2888.752441,2888.752441,2642.60791,2736.488525,33373635283,2736.488525
5/28/2021,2742.468994,2761.363281,2336.361328,2419.90625,39999114805,2419.90625
5/29/2021,2414.067139,2566.938477,2208.490967,2279.51416,33773720220,2279.51416
5/30/2021,2278.288818,2472.187744,2188.834473,2390.30542,25876619428,2390.30542
5/31/2021,2387.198486,2715.85498,2279.505127,2714.945313,31007383150,2714.945313
6/1/2021,2707.560547,2739.737549,2531.160645,2633.518311,27363223090,2633.518311
6/2/2021,2634.456055,2801.392334,2555.401367,2706.125,27723267359,2706.125
6/3/2021,2708.376221,2891.254883,2667.684326,2855.126465,30038207402,2855.126465
6/4/2021,2857.165527,2857.165527,2562.637451,2688.195068,34173841611,2688.195068
6/5/2021,2691.619385,2817.484863,2558.233643,2630.576904,30496672724,2630.576904
6/6/2021,2629.748779,2743.441162,2616.162354,2715.092773,25311639414,2715.092773
6/7/2021,2713.047363,2845.185059,2583.995117,2590.263184,30600111277,2590.263184
6/8/2021,2594.602295,2620.846191,2315.546631,2517.438721,41909736778,2517.438721
6/9/2021,2510.199219,2625.070557,2412.197754,2608.26709,36075832186,2608.26709
6/10/2021,2611.142578,2619.957764,2435.401611,2471.518555,28753626390,2471.518555
6/11/2021,2472.858887,2495.414795,2326.869629,2353.768799,24832564195,2353.768799
6/12/2021,2354.752197,2447.227783,2265.758057,2372.484375,25724364410,2372.484375
6/13/2021,2372.690186,2547.36792,2312.640137,2508.391602,27092945370,2508.391602
6/14/2021,2508.770508,2606.432861,2469.388184,2537.891113,26964576331,2537.891113
6/15/2021,2587.762695,2639.229248,2515.153076,2610.936768,29005279219,2610.936768
6/16/2021,2544.864746,2554.628906,2354.350586,2367.663574,24101926180,2367.663574
6/17/2021,2367.306396,2457.175537,2312.301514,2372.001953,21871633186,2372.001953
6/18/2021,2374.586914,2377.195068,2147.30835,2231.733154,22752818388,2231.733154
6/19/2021,2235.15918,2278.415039,2168.88501,2178.499023,18765854896,2178.499023
6/20/2021,2171.337891,2275.382813,2049.962646,2246.364502,22535930423,2246.364502
6/21/2021,2245.317871,2259.464111,1867.185425,1888.44751,33745173825,1888.44751
6/22/2021,1886.667603,1993.15979,1707.600586,1874.950073,35547251725,1874.950073
6/23/2021,1878.625,2043.530396,1827.571533,1989.736328,28408659206,1989.736328
6/24/2021,1968.957397,2032.339355,1887.432007,1988.456299,20272845769,1988.456299
6/25/2021,1989.21582,2017.759521,1794.400391,1813.217285,22774334998,1813.217285
6/26/2021,1810.884277,1850.17981,1719.559448,1829.239258,20637542361,1829.239258
6/27/2021,1830.996948,1979.95813,1811.24585,1978.894653,19885474742,1978.894653
6/28/2021,1981.386475,2139.80542,1963.615479,2079.657471,25514602841,2079.657471
6/29/2021,2083.44873,2242.23877,2076.240234,2160.768311,24815124419,2160.768311
6/30/2021,2164.216309,2282.989014,2090.760742,2274.547607,25828056268,2274.547607
7/1/2021,2274.397461,2274.397461,2081.081055,2113.605469,29061701793,2113.605469
7/2/2021,2109.892578,2155.596436,2021.824829,2150.040283,31796212554,2150.040283
7/3/2021,2150.834961,2237.567139,2117.590088,2226.114258,17433361641,2226.114258
7/4/2021,2226.550293,2384.286865,2190.837646,2321.724121,18787107473,2321.724121
7/5/2021,2321.922852,2321.922852,2163.041504,2198.58252,20103794829,2198.58252
7/6/2021,2197.919434,2346.294922,2197.919434,2324.679443,20891861314,2324.679443
7/7/2021,2323.208496,2403.773438,2298.026855,2315.161865,22398345285,2315.161865
7/8/2021,2317.949219,2324.006836,2089.414307,2120.026367,23188123689,2120.026367
7/9/2021,2115.573975,2185.376221,2051.06665,2146.692383,23029574602,2146.692383
7/10/2021,2146.999756,2190.124023,2081.923584,2111.403564,17581542471,2111.403564
7/11/2021,2110.875732,2172.65332,2083.803711,2139.664795,14705386138,2139.664795
7/12/2021,2140.506836,2167.710205,2011.018921,2036.721069,17768129077,2036.721069
7/13/2021,2034.098389,2040.693604,1922.577881,1940.083984,16621628658,1940.083984
7/14/2021,1941.167847,2015.107422,1869.223145,1994.331299,17342819679,1994.331299
7/15/2021,1994.712036,2037.742554,1883.272217,1911.175659,15688092552,1911.175659
7/16/2021,1916.598389,1959.696289,1853.590332,1880.382935,14884569147,1880.382935
7/17/2021,1876.881348,1917.5979,1855.59082,1898.825195,13364282076,1898.825195
7/18/2021,1900.194336,1988.336426,1883.012573,1895.552124,13791868728,1895.552124
7/19/2021,1893.053589,1916.118042,1807.909912,1817.296631,14157735481,1817.296631
7/20/2021,1819.082031,1836.998047,1722.050781,1787.510742,17368597636,1787.510742
7/21/2021,1786.276245,2025.68042,1759.023315,1990.970825,21253359756,1990.970825
7/22/2021,1994.822876,2044.116455,1954.297852,2025.202759,17495480331,2025.202759
7/23/2021,2025.105713,2129.441162,2000.436279,2124.776611,16200392492,2124.776611
7/24/2021,2123.961182,2197.649414,2107.323486,2189.21875,16057446601,2189.21875
7/25/2021,2187.145508,2194.438232,2108.829834,2191.373779,14566483636,2191.373779
7/26/2021,2191.309814,2428.817139,2177.32959,2233.366699,29614324233,2233.366699
7/27/2021,2230.197021,2316.950195,2154.731201,2298.333496,23067480378,2298.333496
7/28/2021,2302.081299,2341.777832,2250.914063,2296.54541,18991302378,2296.54541
7/29/2021,2299.011963,2396.451904,2273.404785,2380.956787,16313373113,2380.956787
7/30/2021,2382.545166,2469.704834,2322.337158,2466.961426,20212848934,2466.961426
7/31/2021,2461.575684,2551.161133,2423.816162,2536.209961,18001710283,2536.209961
8/1/2021,2530.462891,2695.429443,2520.931885,2561.852051,22697987055,2561.852051
8/2/2021,2557.774658,2665.730957,2511.375244,2610.15332,22162754104,2610.15332
8/3/2021,2609.413086,2630.314209,2449.353516,2502.349609,22696753413,2502.349609
8/4/2021,2508.544922,2764.443604,2463.469482,2724.619873,25038698173,2724.619873
8/5/2021,2725.669678,2840.430664,2540.684082,2827.328857,31057928075,2827.328857
8/6/2021,2827.503418,2944.90332,2727.792725,2890.94165,26528577879,2890.94165
8/7/2021,2891.70752,3170.229736,2868.535645,3157.23877,33081467129,3157.23877
8/8/2021,3161.232666,3184.604004,2951.747314,3013.732666,28433638008,3013.732666
8/9/2021,3012.885742,3185.701172,2900.926025,3167.856201,31983260936,3167.856201
8/10/2021,3163.050049,3228.940674,3059.229004,3141.691162,27605221710,3141.691162
8/11/2021,3142.830322,3269.209473,3122.916504,3164.245117,26729035052,3164.245117
8/12/2021,3164.175781,3236.314697,2984.166992,3043.414307,25403699845,3043.414307
8/13/2021,3049.001221,3324.671631,3037.676025,3322.21167,23868866254,3322.21167
8/14/2021,3322.762695,3329.281006,3214.519775,3265.443359,19860862133,3265.443359
8/15/2021,3266.276123,3320.084229,3117.791748,3310.50415,22166205051,3310.50415
8/16/2021,3309.422119,3333.994873,3139.778564,3156.509521,23080039949,3156.509521
8/17/2021,3149.380371,3288.812744,2996.468262,3014.845947,25509056745,3014.845947
8/18/2021,3011.963623,3124.976074,2959.02832,3020.089844,21539248425,3020.089844
8/19/2021,3019.126953,3184.435547,2963.150146,3182.702148,19546290360,3182.702148
8/20/2021,3182.162598,3298.246582,3178.10376,3286.935303,20885619828,3286.935303
8/21/2021,3286.931641,3307.351563,3209.866211,3226.083984,18113977628,3226.083984
8/22/2021,3226.227295,3272.733154,3142.00708,3242.115479,15983278460,3242.115479
8/23/2021,3241.357422,3373.384277,3235.851318,3319.257324,20511110509,3319.257324
8/24/2021,3324.855469,3358.688232,3154.121338,3172.456299,20131028906,3172.456299
8/25/2021,3174.269775,3248.727295,3086.11499,3224.915283,18902728235,3224.915283
8/26/2021,3228.747314,3249.655273,3060.22876,3100.325439,17405668117,3100.325439
8/27/2021,3096.406006,3281.840576,3064.485107,3270.60083,18489602004,3270.60083
8/28/2021,3275.104492,3284.845947,3217.403564,3244.40332,13709633698,3244.40332
8/29/2021,3246.770996,3283.235596,3158.840332,3227.002686,13296586731,3227.002686
8/30/2021,3227.192627,3346.581055,3151.44458,3224.374268,19306924485,3224.374268
8/31/2021,3227.758057,3466.992188,3195.216553,3433.732666,27280502987,3433.732666
9/1/2021,3430.762451,3836.867432,3387.408447,3834.828125,30070890104,3834.828125
9/2/2021,3825.027832,3830.711426,3726.750488,3790.98999,24387397330,3790.98999
9/3/2021,3787.486572,4022.469238,3712.678223,3940.614746,26207765094,3940.614746
9/4/2021,3937.910156,3969.44873,3837.931152,3887.828369,20806963328,3887.828369
9/5/2021,3886.331055,3979.186523,3838.487305,3952.133545,18371468576,3952.133545
9/6/2021,3951.520752,3968.426514,3868.994385,3928.379395,18674691198,3928.379395
9/7/2021,3926.527588,3945.314209,3062.222412,3426.394287,39131346397,3426.394287
9/8/2021,3428.378174,3559.121338,3224.764893,3497.315186,31738430771,3497.315186
9/9/2021,3452.54834,3562.992676,3400.51709,3427.340088,24118055831,3427.340088
9/10/2021,3425.564941,3512.571289,3157.059082,3211.505859,22355974097,3211.505859
9/11/2021,3209.030518,3346.526367,3208.961914,3270.278076,18627122934,3270.278076
9/12/2021,3270.291748,3462.468262,3235.109375,3410.134521,16810411424,3410.134521
9/13/2021,3407.471924,3426.502197,3121.51416,3285.511719,22721552948,3285.511719
9/14/2021,3286.316406,3429.169678,3273.630859,3429.169678,19125420848,3429.169678
9/15/2021,3431.217285,3615.282715,3365.913086,3615.282715,17548551804,3615.282715
9/16/2021,3613.07373,3673.310791,3489.805664,3571.294922,20093903064,3571.294922
9/17/2021,3569.568115,3589.305176,3356.449951,3398.538818,17722363229,3398.538818
9/18/2021,3397.422852,3540.807617,3371.892334,3432.018311,15995220233,3432.018311
9/19/2021,3433.287842,3448.322021,3286.172363,3329.447998,14257609743,3329.447998
9/20/2021,3329.670654,3343.325439,2940.839111,2958.993408,27371684581,2958.993408
9/21/2021,2977.310547,3101.69751,2676.407471,2764.431152,30405062665,2764.431152
9/22/2021,2763.209229,3089.083008,2741.440674,3077.86792,23742102645,3077.86792
9/23/2021,3077.974365,3173.544678,3038.0979,3155.523682,18516291047,3155.523682
9/24/2021,3154.562012,3159.644043,2747.337646,2931.669189,25595422789,2931.669189
9/25/2021,2930.884766,2968.994629,2818.970459,2925.565674,18932786754,2925.565674
9/26/2021,2926.343018,3114.857422,2744.583008,3062.265381,21172766310,3062.265381
9/27/2021,3065.837891,3163.665039,2932.692871,2934.138916,19164053681,2934.138916
9/28/2021,2928.963379,2970.770508,2793.360596,2807.296631,16895079070,2807.296631
9/29/2021,2809.297607,2946.881348,2786.988281,2853.143311,15763456158,2853.143311
9/30/2021,2852.558838,3046.519531,2840.289551,3001.678955,17661065099,3001.678955
10/1/2021,3001.129395,3329.853516,2978.654297,3307.516113,22307625573,3307.516113
10/2/2021,3308.870361,3464.837402,3260.027588,3391.694336,19202671704,3391.694336
10/3/2021,3390.767578,3484.605713,3348.120117,3418.358643,15516566862,3418.358643
10/4/2021,3418.776367,3434.775391,3283.44873,3380.089111,17747154101,3380.089111
10/5/2021,3381.784424,3541.45166,3365.817627,3518.518555,16632591670,3518.518555
10/6/2021,3516.570313,3622.55127,3354.469727,3580.562012,21855226591,3580.562012
10/7/2021,3576.814453,3650.013184,3479.90918,3587.974854,19090322927,3587.974854
10/8/2021,3587.832764,3667.95752,3547.828125,3563.759277,16222029488,3563.759277
10/9/2021,3559.997803,3628.237305,3544.640381,3575.716797,12707036942,3575.716797
10/10/2021,3575.020508,3603.244873,3414.970947,3425.852783,16171746693,3425.852783
10/11/2021,3419.726807,3622.289551,3385.761719,3545.354004,18579189588,3545.354004
10/12/2021,3546.477783,3546.477783,3407.338135,3492.573242,18109578443,3492.573242
10/13/2021,3492.753662,3607.741699,3417.602051,3606.20166,16211275589,3606.20166
10/14/2021,3604.958984,3819.258545,3590.275146,3786.01416,19443499909,3786.01416
10/15/2021,3790.154297,3895.466309,3735.363525,3862.634766,20966841512,3862.634766
10/16/2021,3865.666504,3962.453125,3805.885986,3830.38208,16578095629,3830.38208
10/17/2021,3829.858887,3914.897949,3660.723389,3847.104492,15908090346,3847.104492
10/18/2021,3847.72998,3888.209229,3686.750488,3748.760254,17386204158,3748.760254
10/19/2021,3747.162842,3883.928711,3736.780273,3877.650879,15998757133,3877.650879
10/20/2021,3877.730957,4167.472168,3833.288086,4155.992188,20338319988,4155.992188
10/21/2021,4161.713379,4366.088379,4032.483887,4054.322754,28220661820,4054.322754
10/22/2021,4055.686523,4162.975586,3908.340332,3970.181885,19432937968,3970.181885
10/23/2021,3971.356445,4171.663574,3944.631836,4171.663574,14781537792,4171.663574
10/24/2021,4171.855957,4185.729492,3967.120361,4087.903076,14978083638,4087.903076
10/25/2021,4084.425781,4236.666992,4072.034668,4217.876953,15995727040,4217.876953
10/26/2021,4217.337891,4289.131348,4106.82373,4131.102051,17157714562,4131.102051
10/27/2021,4132.17334,4299.152832,3930.257324,3930.257324,26219530404,3930.257324
10/28/2021,3924.81543,4293.150879,3905.706055,4287.318848,25958154575,4287.318848
10/29/2021,4288.686523,4455.735352,4271.70752,4414.746582,22967641914,4414.746582
10/30/2021,4414.243652,4426.848633,4252.494141,4325.650391,14615490626,4325.650391
10/31/2021,4322.744141,4394.449707,4179.016113,4288.074219,17498160238,4288.074219
11/1/2021,4288.217285,4377.322266,4160.966797,4324.626953,17985288261,4324.626953
11/2/2021,4322.500977,4599.948242,4288.686523,4584.798828,20794448222,4584.798828
11/3/2021,4589.68457,4664.910156,4462.976074,4607.193848,21220463155,4607.193848
11/4/2021,4604.678711,4606.516113,4426.622559,4537.324219,18415244464,4537.324219
11/5/2021,4537.42334,4570.895996,4447.487305,4486.243164,15086003586,4486.243164
11/6/2021,4482.647949,4530.99707,4334.973633,4521.581055,14429076700,4521.581055
11/7/2021,4523.981934,4640.921875,4510.984375,4620.554688,13541376033,4620.554688
11/8/2021,4619.649414,4822.363281,4619.649414,4812.087402,19290896267,4812.087402
11/9/2021,4810.071289,4837.589355,4718.039063,4735.068848,20834172627,4735.068848
11/10/2021,4733.362793,4859.50293,4485.093262,4636.174316,22748160545,4636.174316
11/11/2021,4635.453613,4778.059082,4580.990234,4730.384277,17933201129,4730.384277
11/12/2021,4724.306641,4808.73877,4510.92041,4667.115234,18316060208,4667.115234
11/13/2021,4666.719238,4702.115234,4582.180664,4651.460449,14457436261,4651.460449
11/14/2021,4648.632813,4689.842773,4516.935547,4626.358887,12172962219,4626.358887
11/15/2021,4627.09082,4764.63623,4546.599121,4557.503906,16275851299,4557.503906
11/16/2021,4570.478027,4891.70459,4144.334961,4216.365234,27417502801,4216.365234
11/17/2021,4213.910645,4300.306641,4107.125977,4287.59375,22183461850,4287.59375
